Cler_surn	Cler_fore
Anwyl	Thomas
Anwyl	William
Anwyl Owen	Ellis
Anwyl Owen	Owen
Anwyl Roberts	William
Anwyll	William
Anyan	Richardus
Anyan	Thomas
Anyon	Johannes
Anyon	Thomas
Apleby	Mark
Apleford	Charles
Apleford	Daniel
Aplegarth	Thomas
Apleyard	William
Apleyarde	George
Apleyeard	William
Apleyearde	William
Aplin	Richardus
Appelbie	Johannes
Apperley	Anthony
Apperley	Johannes
Apperley	Thomas
Apperly	John
Appia	Cyprian
Appia	Paul
Applebee	Johannes
Appleby	Ambrose
Appleby	Ambrosius
Appleby	Thomas
Appleford	Robertus
Appleton	Johannes
Appleton	John
Appleton	Robert
Appleyard	Thomas
Applin	Richard
Applin	Richardus
Appulton	Henricus
Apsley	Randolph
Apthorp	East
Arbridge	William
Archar	Ferdinando
Archard	Richard
Archard Williams	David
Archdall	George
Archer	Andreas
Archer	Benjamin
Archer	Benjaminus
Archer	Casar
Archer	Edmond
Archer	Edmondus
Archer	Edmund
Archer	Edmundus
Archer	Eduardus
Archer	Edvardus
Archer	Edward
Archer	Galfridus
Archer	Giles
Archer	Henricus
Archer	Henry
Archer	Isaac
Archer	Isaacus
Archer	Jeffery
Archer	Johannes
Archer	John
Archer	Miles
Archer	Myles
Archer	Richard
Archer	Richardus
Archer	Robertus
Archer	Simon
Archer	Symon
Archer	Thomas
Archer	Timothy
Archer	William
Archer	Williamus
Archibald	James
Arden	George
Arden	Henricus
Arden	Henry
Arden	Johannes
Arden	Thomas
Ardern	Henricus
Arderne	Gabriell
Arderne	James
Arderne	Thomas
Arderon	Will
Ardrene	Gulielmus
Ardrene	William
Areskine	Philippus
Argall	Richardus
Argor	Joannes
Argor	Johannes
Ariay	Henry
Aris	Eldridge
Aris	Eldrigius
Aris	Gulielmus
Aris	Johannes
Aris	William
Aris	Willielmus
Arkenden	Thomas
Arkesden	Thomas
Arlett	Henry
Arlich	Alexander
Arlidge	Gulielmus
Armand	Jacobus
Arme	Johannes
Armestead	Michael
Armestrong	Hugh
Armestrong	Thomas
Armestronge	Hugh
Armestronge	Ricardus
Armestronge	Richardus
Armett	Thomas
Armett	William
Armfeild	Nicholas
Armfeilde	Nicholas
Armiger	Francis
Armiger	Gabriel
Armistead	Michael
Armistead	Richard
Armistrad	Anthony
Armitage	John
Armitage	Joseph
