Cler_surn	Cler_fore
Beacon	Joh
Beadon	John Watson
Beadon	Richard
Beale	Hieronim
Beale	Jethroni
Beale	William
Beamont	George
Bean	Charles
Bean	William
Beane	Charles
Bearblocke	Henr
Bearblocke	Henricus
Bearcroft	Philip
Beare	William
Bearman	Will
Beau	William
Beauclerk	Henry
Beauclerk	James
Beaumont	Gamaliel
Beaumont	Henricus
Beauvoir	Osmond
Beauvoir	Peter
Beavis	Peter
Becher	Henry
Beck	John
Beck	Petrus
Becke	Johes
Beckham	Henricus
Beckwith	Edward James
Becon	Basel
Becon	Basil
Bedford	Charles
Bedford	Christopher
Bedford	John
Bedford	Thomas
Bedford	William
Bedingfeild	Robert
Bedingfeld	John
Bedingfield	Robert
Bedle	Joseph
Bedwell	John
Bedwell	Will
Beech	William
Beedell	Henry
Beeston	Edmund
Beeston	Henry
Beighton	Thomas
Beiston	Richardus
Belcher	Thomas
Belgrave	Charles
Belgrave	George
Belgrave	Joh
Belgrave	John
Bell	David
Bell	George
Bell	Joseph
Bell	Robert
Bell	Thomas
Bellamy	Daniel
Bellamye	Joh
Bellas	George
Bellwood	Rog
Belwood	Roger
Bendishe	Thomas
Benet	Michael
Benet	Will
Bennet	Thomas
Bennet	Will
Bennet	Willimus
Bennett	Gilb
Bennett	Gilbert
Bennett	Gualterus
Bennett	Henry
Bennett	Hugo
Bennett	John
Bennett	Joseph
Bennett	Josephus
Bennett	Matthew
Bennett	Thomas
Bennett	Will
Bennett	William
Bennett	Willmus
Benolde	John
Bensey	Edwardus
Benskin	Richard
Benson	Christopher
Benson	Georg
Benson	George
Benson	Georgius
Benson	James
Benson	John
Benson	Martin
Benson	Thomas
Benson	William
Bensy	Edward
Bent	Hugh
Bent	John
Bent	Joh`
Bentam	Thomas
Bentham	Joseph
Bentham	Samuel
Bentley	Edward
Berdmore	Samuel
Berdmore	Scrope
Bere	Richard
Berens	Edward
Beresford	Gilbert
Beresford	not given
Beresford	Richard
Beridge	Basil
Beridge	John
Beridge	Will
Berisford	Thomas
Berkecke	Ric
Berkeley	George
Bernard	Cananuell
Bernard	Canaunel
Bernard	Georgius
Bernard	John
Bernard	Jonathan
Bernard	Samuel
Bernard	Thomas
Bernard	William
Berney	William
Berridge	John
Berrie	Daniel
Berrige	John
Berry	Butler
Berryman	John
Bertie	William
Berwick	Michael
Bery	Joh
Best	Edward
Best	Henry
Best	William
Betham	Edward
Bethell	Christopher
Bethell	Samuel
Bethune	George Maximilian
Bettenson	Thomas
Bettenson	William
Bettesworth	Charles
Betton	John
Betty	Humphrey
Bevans	Barbar
Beveridge	John
Beveridge	William
Beverley	George
Beverley	Robert
Beversham	James
Bew	John
Bew	William
Bewicke	Calverley John
Beyley	Robert
Biby	John
Bielby	Thomas
Biggs	George
Bigland	Edward
Biker	John
Biker	Thomas
Billingsley	John
Billingsley	Philip
Billingsley	Samuel
Billio	Thomas
Bing	Andreas
Bingham	George
Bingham	Joseph
Bingley	Michael
Bingly	Michaelis
Birch	Abdie
Birch	Charles
Birch	Richard
Birch	Thomas
Birch	William
Birchin	David
Bird	Charles John
Bird	Edward
Bird	Joh
Bird	Johannes
Bird	John
Birde	Joh
Birdwood	Christopher
Birkenhead	Peter
Birket	Edward
Birkett	Edward
Birkhead	David
Birkhead	Guliel
Birt	Philip
Birt	Thomas
Biscoe	Richard
Bisee	Thomas
Bisham	Will
Bishop	Henricus
Bishop	John
Bishop	Samuel
Bishop	Thomas
Bishop	William
Bispham	William
Bisse	Thomas
Bisset	George
Bisshe	Thomas
Bisshoppe	Gregorius
Bisson	Will
Black	Richard
Blackall	Offspring
Blackall	Ofspring
Blackall	Theophilus
Blackborne	Abraham
Blackburn	Lancelot
Blackburne	Lancelot
Blackburne	Thomas
Blackhall alias Blackhall	Ospring
Blackston	Marmaducus
Blackstone	Charles
Blackstone	Frederick Charles
Blackwell	Elidad
Blagden	Bragg
Blagrave	Jonathan
Blague	Joh
Blair	John
Blake	John
Blake	Martin
Blakeston	Thomas
Blakeway	John Brickdale
Blakiston	George Frank
Blakiston	Marmaduco
Blakiston	Robert
Blanchard	Thomas
Blanckes	Johannes
Bland	Edward
Bland	Esdre
Bland	Henry
Bland	John
Blande	Thobie
Blandford	Walter
Blang	Thomas
Blaw	Ric
Blaxton	Benjamin
Blaxton	Godfrid
Blaxton	Godfridus
Blechenden	Thomas
Blechinden	Richardd
Bliss	Philip
Bliss	Richardus
Blitheman	Joh
Blofeild	Robertus
Blofield	Robert
Blomberg	Frederick William
Blomberg	William Nicholas
Blomevile	Johannes
Blomfield	Charles James
Blondell	George
Bloore	William
Blower	Allen
Blower	John
Bloxam	Richard Rouse
Blucke	Robert
Bluett	Robert
Blundell	Ric
Blundeston	Henr
Blunt	Edward
Blythman	Robert
Bodicoate	John
Bodley	Hieromin
Bodurda	Henry
Bokenham	Cleere
Bold	Henry
Boldero	John
Boldero	William
Boles	Richard
Bolinge	Willimus
Bolland	William
Bolter	Hugh
Bolton	Gaudes
Bolton	John
Bolton	Robert
Bond	William
Bonde	Lawrence
Bone	Ambrose
Bonithon	Robert
Bonner	Mathew
Bonney	Thomas
Boon	Robert
Boore	Joh
Booth	Edward
Booth	John
Booth	Livingston
Booth	Robert
Boothby	Thomas
Boothe	Humf
Boothe	Thomas
Booty	Samuel
Boroughe	Georgius
Borradale	Andrew
Borret	Thomas
Boscawen	Nicholas
Bostock	John
Bostock	Robert
Bostocke	Robert
Bosvile	Thomas
Boswell	Georgius
Boswell	Will
Botham	John
Bouber	Johannes
Boughen	Edward
Boughton	Steph
Boughtonne	Williamus
Boultbee	Thomas
Boulter	George
Boulter	Hugh
Bouner	Anth
Bourchier	Edward
Bourne	Elisha
Bourne	Gilb
Bourne	Larobavell
Bourne	Laurence
Bourne	Robertus
Bouth	Joh
Bouyer	Reynold Gideon
Bowater	Samuel
Bowber	Robert
Bowden	Ric
Bowen	Arnold
Bowen	James
Bowen	Jenkin
Bowen	Jenkins
Bowen	John
Bowen	Lodovic
Bowen	Lowdovic
Bowen	Thomas
Bowen	William
Bower	Robert
Bower	Samuel
Bowers	Thomas
Bowes	Richard
Bowle	Joh
Bowle	John
Bowles	Henry
Bowles	James
Bowles	Mathew
Bowles	Matthew
Bowles	William
Bowles	William Lisle
Bowling	John
Bowman	Joh
Bowman	Nath
Bowman	Thomas
Bowman	William
Bownd	Nath
Bownell	Mordechai
Bowry	Samuel
Bowsefell	Thomas
Bowses	Samuel
Bowsfeild	Thomas
Bowtell	John
Bowtflower	John
Bowyer	Gregorius
Bowyer	Henry
Bowyer	John
Boyden	Gulielmus
Boye	Joh
Boyle	Joh
Boyle	Thomas
Boylston	John
Boys	Daniel
Boys	James
Boys	Robert
Boys	Thomas
Boyse	John
Brabant	Robert
Brabin alias Brabant	Robert
Brabon	Richardus
Brace	Walter
Bracegirdle	Joh
Brackenbury	Joseph
Bradbury	Dudley
Bradbury	Wentworth
Bradford	Henricus
Bradford	Henry
Bradford	Herbert
Bradford	Joh
Bradford	John
Bradford	Samuel
Bradgate	Richard
Bradish	Will
Bradley	John
Bradley	Thomas
Bradley	Warre Squire
Bradley	William
Bradsell	Franc
Bradshaigh	Thomas
Bradshaw	Nich
Bradshaw	William
Bradshawe	Franc
Bradshawe	Nicholaus
Bradstreet	Samuel
Bradstreete	Samuel
Brafeild	Ric
Bragge	Francis
Braithwait	Thomas
Brampton	Henricus
Bramston	James
Bramston	John
Bramston	William
Brand	Thomas
Brandesbye	John
Branfoot	John
Brant	Nevil
Brasier	John
Brassalay	Anthony James
Brathwaite	Reginald
Braunche	Will
Breamer	Thomas
Breary	Samuel
Breary	William
Bree	William
Breedon	Zacheus
Breinton	Rog
Brent	Charles
Brereton	Henry
Breton	Moyle
Breton	Robert
Brett	Thomas
Bretton	Joh
Brewer	Andree
Brewer	Nathaniel
Brian	Henry
Brian	Joh
Brickenden	Colwell
Brickenden	Edmund
Brickenden	Joh
Brickenden	Johannes
Brickenden	Richard
Brideoak	Jonathan
Brideoake	John
Brideoake	Jonathan
Brideock	Ralph
Bridge	Joh
Bridge	Johannes
Bridge	Samuel
Bridgeman	Henricus
Bridgeman	Henry
Bridgeman	Joh
Bridges	Brook Edward
Bridges	Brook henry
Bridges	Gabriel
Bridges	Henry
Bridges	Joh
Bridges	Nathaniel
Bridges	William
Bridgman	Dove
Briggs	John
Brigham	Will
Bright	Timotheus
Brigindine	Edmundus
Brinsden	Charles
Briscoe	Charles
Bristow	John
Bristow	Richard
Brither alias Becher	Henricus
Britten	Johannes
Broad	Samuel
Broade	Samuel
Broade	Samuell
Brocklebank	John
Brockwell	Joseph
Brodbelt	Will
Broderick	Lawrence
Brodrick	Lawrence
Brome	James
Brome	Johannes
Brome	Thomas
Bromesgrove	Walter
Bromfield	John Trenchard
Bromhall	Andrew
Bromley	Thomas
Brooke	Franc
Brooke	Jac
Brooke	James
Brooke	Joh
Brooke	John
Brooke	Joshua
Brooke	Nath
Brooke	Ricus
Brooke	Samuel
Brooke	Thomas
Brooke	Zachary
Brookes	Henry
Brookes	John
Brookes	Math
Brookes	Thomas
Brooksby	Obadiah
Brough	George Staunton
Brougham	Bernard
Brougham	Edmund
Broughton	Harvy
Broughton	Michael
Broughton	Steph
Broughton	Thomas
Brounker	Edw
Brown	Cutbert
Brown	James
Brown	John
Brown	Philip
Brown	Robert
Brown	Timothy
Brown	Walker
Brown	William
Browne	Banjamin
Browne	Charles
Browne	Cuthbert
Browne	Edward
Browne	Henr
Browne	Henry
Browne	James
Browne	Joh
Browne	Johanni
Browne	John
Browne	Jonathan
Browne	Peter
Browne	Ricardus
Browne	Robert
Browne	Thomas
Browne	William
Brownell	John
Brownhill	Will:
Browning	Benedict
Browning	Joh
Browninge	John
Brownsword	William
Brudnell	Paul
Bruen	Joseph
Brumfield	John
Brunning	Benjamin
Brunsell	Samuel
Brunsell	Samuell
Bryan	Richard
Bryckenden	John
Brynkyr	Will
Buchannan	James
Buck	Matthew
Buck	Richard
Buckenham	Ric
Buckerfield	Bartholomew
Buckeridge	Joh
Buckeridge	Thomas
Buckingham	Dennis
Buckland	Christoferus
Buckle	William
Buckler	Benjamin
Buckler	Humfry
Buckley alias Bulkeley	Lancelott
Buckner	John
Buckner	Thomas
Bucknor	John
Buckston	George
Buckworth	Everard
Budden	Richard
Buddle	Georgius
Buddle	Samuel
Buddle	Zacharie
Budle	George
Buggs	Samuel
Bulfell	Daniel
Bulkeley	Benjamin
Bulkeley	Petrus
Bulkley	Benjamin
Bulkley	Gabriel
Bulkley	Lancelot
Bulkley	Ric
Bull	George
Bull	John
Bullen	Abraham Colin
Bullen	Thomas Henry
Buller	Richard
Buller	William
