Cler_surn	Cler_fore
Affleck	Robert
Affleck	William
Affleck	William
Afleck	James
Afleck	James
After	Johannes
After	Johannes
Agar	Charles
Agar	Charles
Agar	Charles
Agar	Gulielmus
Agar	Henry
Agar	Henry
Agar	James
Agar	James
Agar	Johannes
Agar	Johannes
Agar	John Ellis
Agar	John Ellis
Agar	Moses
Agar	Moses
Agar	Seth
Agar	Seth
Agar	Thomas
Agas	Daniel
Agas	Daniel
Agas	Edwardus
Agas	Eligeus
Agas	Robertus
Agas	Thomas
Agas	Thomas
Agashan	Alexander
Agassiz	Robert
Agassiz	Robert
Agassiz	Robert
Agate	Gulielmus
Agate	Gulielmus
Agate	Johannes
Agate	Johannes
Agate	William
Agate	William
Ager	Thomas
Ager	Thomas
Ager	William
Aggas	Anthonius
Aggas	Anthonius
Aggas	Edvardus
Aggas	Edvardus
Aggas	Edwardus
Aggas	Edwardus
Aggas	William
Aggas	William
Agland	Edvardus
Agland	Edvardus
Aglionby	Georgius
Aglionby	Henricus
Aglionby	Henricus
Agnew	Andreas
Agnew	Andreas
Agnew	John
Agnew	John
Agutter	William
Agutter	William
Ahier	John Thomas
Ahier	John Thomas
Ahrood	Clement
Aickrigg	Willimus
Aiery	Thomas
Aiery	Thomas
Aikridge	John
Aikridge	John
Aileworth	William
Ailiff	Robert
Ailmer	John
Ailway	Hugh
Ailway	Hugh
Aimard	Daniel
Aimard	Daniel
Ainge	Josephus
Ainger	Thomas
Ainger	Thomas
Ainger	William
Ainger	William
Ainger	William
Ainscough	Thomas
Ainscough	Thomas
Ainslei	Gilbert
Ainsley	Willielmus
Ainslie	George
Ainslie	Gilbert
Ainslie	Gilbert
Ainslie	Gilbert
Ainslie	Gilbert
Ainslie	Henry Ford
Ainslie	Henry Ford
Ainslie	William
Ainsworth	Henry
Ainsworth	Henry
Ainsworth	Johannes
Ainsworth	Johannes
Ainsworth	Michael
Ainsworth	Samuelis
Ainsworth	Samuelis
Ainsworth	Thomas
Ainsworth	Thomas
Ainsworth	Thomas
Ainsworth	Willamus
Ainsworth	Willimus
Airay	Gulielmus
Airay	Johannes
Airay	Johannes
Airay	Johes
Airay	William
Airay	Willimus
Aire	Rolandus
Aire	Rolandus
Airey	Henry Holme
Airey	Henry Holme
Airey	John
Airey	John
Airey	John
Airey	John
Airey	Philip
Airey	Philip
Airey	Thomas
Airey	Thomas
Airey	Thomas
Airey	Thomas
Airey	William
Airey	William
Airey	William
Airey	William
Airey	Willimus
Airson	Thomas
Airson	Thomas
Airson	William
Airson	William
Airton	Edvardus
Airton	Edvardus
Airy	William
Airy	William
Airy	William
Airy	William
Airy	Willielmus
Aish	Fidelis
Aishford	Edmundus
Aishford	Rogerus
Aishley	Thomas
Aishton	Willimus
Aishweek	Gulielmus
Aishweek	Gulielmus
Aiskew	John
Aiskew	John
Aislabie	Gulielmus
Aislabie	William
Aislabie	William
Aislabie	William John
Aislabie	William John
Aislabie	William John
Aislabie	William John
Aislaby	Gulielmus
Aitchison	David
Aitchison	David
Aitkens	Robert Ellis
Aitone	George
Aked	William
Aked	William
Aked	William
Akehurst	Alexander
Akehurst	Alexander
Akenzie	Aneas
Akenzie	illegible
Akeroyde	Samuelus
Akeroyde	Thomas
Akers	Isaac Dupuy
Akers	Isaac Dupuy
Akinson	John Breeks
Akroyd	Jonathan
Alambrige	Nicholaus
Alambryge	Nicholaus
Alanson	Dionisius
Alanson	Edvardus
Alanson	Edvardus
Alanson	Edvardus
Alanson	Jacobum
Alanson	Joseph
Alanson	Josephus
Alanson	Richard
Alanson	Richard
Alanson	Robertus
Alanson	Robertus
Alar	Lawrentius
Alardes	David
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Alban	Thomas
Albart	Johannes
Albert	Josephus
Albert	Nathaniel
Albert	Nathaniel
Albert	Thomas
Albery	Johannes
Albin	Christophorus
Albinus	Nicholaus
Albinus	Nicholaus
Albright	Gulielmus
Albright	Gulielmus
Albrighte	Johannes
Albrighte	Johannes
Albrighte	Willmus
Albrighte	Willmus
Albyn	Johannes
Alchen	Johannes
Alchin	Eadwardus
Alchon	Edwardus
Alchorn	Carolus
Alcock	Charles
Alcock	Charles
Alcock	Charles
Alcock	Charles
Alcock	Charles
Alcock	Christopher
Alcock	Edwin
Alcock	Gilbertus
Alcock	J  S
Alcock	Joh
Alcock	Joh
Alcock	Johannes
Alcock	Johannes
Alcock	Johannes
Alcock	John
Alcock	John
Alcock	John
Alcock	John
Alcock	Petrus
Alcock	Thomam
Alcock	Thomas
Alcock	Thomas
Alcock	Thomas
